Title,Genre,Score,Release Date,Budget,Revenue,Duration
Three Steps Above Heaven,['Romance'],77.0,03/12/2010,-,-,2.03
"I, Daniel Blake",['Drama'],77.0,26/10/2016,-,"15,793,051.00",1.67
Constantine: City of Demons - The Movie,['Fantasy'],78.0,04/10/2018,-,-,1.5
Underground,['Comedy'],77.0,25/10/1995,"14,000,000.00",-,2.83
The Searchers,['Western'],77.0,26/05/1956,"3,750,000.00",-,1.98
The Fabelmans,['Drama'],77.0,11/11/2022,"40,000,000.00","45,598,614.00",2.52
Holding the Man,['Drama'],77.0,27/08/2015,-,-,2.13
The Hateful Eight,['Drama'],77.0,25/12/2015,"44,000,000.00","155,760,117.00",3.13
Zootopia,['Animation'],77.0,04/03/2016,"150,000,000.00","1,023,784,195.00",1.82
The King and the Mockingbird,['Animation'],77.0,19/03/1980,-,-,1.38
Cool Hand Luke,['Crime'],77.0,01/11/1967,"3,200,000.00","16,217,773.00",2.12
Ali: Fear Eats the Soul,['Romance'],77.0,05/03/1974,"130,000.00",-,1.55
Mission: Impossible - Dead Reckoning Part One,['Action'],77.0,12/07/2023,"291,000,000.00","525,559,000.00",2.73
The Maltese Falcon,['Mystery'],77.0,18/10/1941,"375,000.00","1,772,000.00",1.67
Mystic River,['Thriller'],77.0,08/10/2003,"25,000,000.00","156,822,020.00",2.3
"The Gangster, the Cop, the Devil",['Crime'],77.0,15/05/2019,-,"25,775,371.00",1.83
Elemental,['Animation'],77.0,15/06/2023,"200,000,000.00","444,822,015.00",1.7
The Seven Deadly Sins: Cursed by Light,['Animation'],77.0,02/07/2021,-,"1,094,673.00",1.32
Big Fish,['Adventure'],78.0,12/02/2004,"70,000,000.00","123,218,424.00",2.08
How to Train Your Dragon: The Hidden World,['Animation'],78.0,22/02/2019,"129,000,000.00","524,580,592.00",1.73
Amour,['Drama'],78.0,10/01/2013,"8,900,000.00","29,844,753.00",2.12
Short Term 12,['Drama'],78.0,23/08/2013,"1,000,000.00","1,645,164.00",1.6
PlayTime,['Comedy'],78.0,16/12/1967,-,-,1.92
Honor Society,['Comedy'],78.0,23/07/2022,"20,000,000.00",-,1.62
Citizenfour,['Documentary'],78.0,10/10/2014,-,"3,003,169.00",1.9
The Wrong Trousers,['Animation'],78.0,10/07/1994,-,-,0.5
Train to Busan,['Horror'],78.0,20/07/2016,"8,500,000.00","87,547,518.00",1.97
The Last: Naruto the Movie,['Action'],78.0,06/12/2014,"903,852.00","19,840,000.00",1.9
Sword Art Online: The Movie – Ordinal Scale,['Animation'],78.0,18/02/2017,-,"20,725,409.00",1.98
The Color Purple,['Drama'],78.0,18/12/1985,"15,000,000.00","146,292,000.00",2.57
They Shall Not Grow Old,['Documentary'],78.0,17/12/2018,-,"20,904,188.00",1.65
Red Shoes and the Seven Dwarfs,['Animation'],78.0,18/09/2020,-,"10,054,356.00",1.53
Nothing Left to Do but Cry,['Comedy'],78.0,20/12/1984,-,-,1.78
Shelter,['Drama'],78.0,16/06/2007,"500,000.00","142,666.00",1.48
Ninja Scroll,['Fantasy'],78.0,05/06/1993,"60,000,000.00",-,1.57
Manhattan,['Comedy'],78.0,25/04/1979,"9,000,000.00","39,946,780.00",1.6
Rain Man,['Drama'],78.0,12/12/1988,"25,000,000.00","354,825,435.00",2.23
Nine Queens,['Crime'],78.0,31/08/2000,"1,300,000.00","12,413,888.00",1.9
Annie Hall,['Comedy'],78.0,20/04/1977,"4,000,000.00","38,251,425.00",1.55
The Turin Horse,['Drama'],78.0,31/03/2011,-,-,2.58
All Quiet on the Western Front,['Drama'],78.0,28/10/2022,"20,000,000.00",-,2.45
Pan's Labyrinth,['Fantasy'],78.0,17/05/2007,"19,000,000.00","83,258,226.00",1.97
Ip Man,['Drama'],78.0,19/12/2008,"11,715,578.00","22,108,789.00",1.77
The Breakfast Club,['Comedy'],78.0,15/02/1985,"1,000,000.00","51,525,171.00",1.63
The Woman King,['Action'],78.0,16/09/2022,"50,000,000.00","97,250,903.00",2.25
Marriage Story,['Drama'],78.0,06/11/2019,"18,000,000.00","2,300,000.00",2.28
Life of Brian,['Comedy'],78.0,08/11/1979,"4,000,000.00","20,745,728.00",1.57
All Quiet on the Western Front,['Drama'],78.0,29/04/1930,"1,448,864.00","3,270,000.00",2.23
White Snake,['Romance'],78.0,11/01/2019,"11,936,735.00","61,631,776.00",1.65
Descendants 3,['Family'],78.0,02/08/2019,"15,000,000.00",-,1.77
Batman: Under the Red Hood,['Science Fiction'],78.0,27/07/2010,-,"6,629,178.00",1.25
Back to the Future Part II,['Adventure'],78.0,22/11/1989,"40,000,000.00","332,000,000.00",1.8
God's Own Country,['Romance'],78.0,01/09/2017,-,"2,559,939.00",1.75
Drishyam,['Crime'],78.0,31/07/2015,-,-,2.72
The Ten Commandments,['Drama'],78.0,05/10/1956,"13,000,000.00","122,700,000.00",3.67
Misery,['Drama'],77.0,30/11/1990,"20,000,000.00","61,276,872.00",1.78
"Batman: The Dark Knight Returns, Part 1",['Science Fiction'],77.0,25/09/2012,"3,500,000.00",-,1.27
Still Walking,['Drama'],77.0,28/06/2008,-,"3,511,120.00",1.9
The Trial of the Chicago 7,['Drama'],77.0,25/09/2020,"35,000,000.00","107,423.00",2.17
Magnolia,['Drama'],77.0,17/12/1999,"37,000,000.00","48,451,803.00",3.15
Marcel the Shell with Shoes On,['Animation'],77.0,24/06/2022,-,"6,000,000.00",1.5
Onward,['Family'],77.0,29/02/2020,"200,000,000.00","141,940,042.00",1.72
BPM (Beats per Minute),['Drama'],77.0,23/08/2017,"6,600,000.00","7,632,420.00",2.25
Divines,['Drama'],77.0,31/08/2016,"2,791,874.00",-,1.75
Boys,['Drama'],77.0,08/01/2014,-,-,1.3
Shrek,['Animation'],77.0,07/06/2001,"60,000,000.00","487,853,320.00",1.5
Mortal Kombat Legends: Battle of the Realms,['Animation'],77.0,31/08/2021,-,-,1.33
King Richard,['Drama'],77.0,19/11/2021,"50,000,000.00","39,429,285.00",2.42
Philadelphia,['Drama'],77.0,22/12/1993,"26,000,000.00","206,678,440.00",2.1
The Ox-Bow Incident,['Western'],77.0,21/05/1943,"565,000.00",-,1.27
Aftersun,['Drama'],77.0,21/10/2022,-,"4,785,157.00",1.7
Maudie,['Drama'],77.0,16/06/2017,-,"6,170,998.00",1.92
Selena,['Drama'],77.0,21/03/1997,"20,000,000.00","60,000,000.00",2.12
Instructions Not Included,['Comedy'],77.0,20/07/2013,"5,500,000.00","99,067,206.00",2.03
"Duck, You Sucker",['Western'],77.0,20/10/1971,-,-,2.62
Time of the Gypsies,['Drama'],77.0,09/02/1990,-,-,2.37
Harry Potter and the Chamber of Secrets,['Adventure'],77.0,05/12/2002,"100,000,000.00","876,688,482.00",2.68
Ricky Gervais: Humanity,['Comedy'],77.0,13/03/2018,-,-,1.32
Nosferatu,['Fantasy'],77.0,15/03/1922,-,"19,054.00",1.57
My Friends Act II,['Comedy'],77.0,22/12/1982,-,-,2.17
The Exorcist,['Horror'],77.0,26/12/1973,"12,000,000.00","441,405,644.00",2.03
The Straight Story,['Drama'],77.0,15/10/1999,"10,000,000.00","6,203,044.00",1.87
Hotel Rwanda,['Drama'],77.0,22/12/2004,"17,500,000.00","38,000,000.00",2.02
A Matter of Life and Death,['Comedy'],77.0,15/12/1946,-,-,1.73
The Celebration,['Drama'],77.0,19/06/1998,"1,300,000.00",-,1.75
Azur & Asmar: The Princes' Quest,['Animation'],77.0,21/05/2006,-,-,1.65
Cléo from 5 to 7,['Drama'],77.0,11/04/1962,-,-,1.5
Rurouni Kenshin Part III: The Legend Ends,['Action'],77.0,13/09/2014,-,-,2.25
My Mom Is a Character,['Comedy'],77.0,21/06/2013,"2,000,000.00","20,552,094.00",1.42
Edward Scissorhands,['Fantasy'],77.0,07/12/1990,"20,000,000.00","53,000,000.00",1.75
The Black Phone,['Horror'],77.0,24/06/2022,"17,000,000.00","161,440,742.00",1.72
The Batman,['Crime'],77.0,03/03/2022,"185,000,000.00","770,945,583.00",2.95
The Hustler,['Drama'],77.0,25/09/1961,"2,000,000.00","7,600,000.00",2.23
The Chorus,['Drama'],77.0,01/09/2004,-,-,1.62
Day & Night,['Animation'],77.0,17/06/2010,-,-,0.1
The Avengers,['Science Fiction'],77.0,03/05/2012,"220,000,000.00","1,518,815,515.00",2.38
A Walk to Remember,['Drama'],77.0,07/02/2003,"11,800,000.00","47,494,916.00",1.68
Rich in Love,['Romance'],77.0,30/04/2020,-,-,1.73
Sound of Metal,['Drama'],77.0,20/11/2020,-,"516,520.00",2.02
Teen Titans: Trouble in Tokyo,['Animation'],77.0,15/09/2006,-,-,1.25
Accattone,['Drama'],77.0,25/09/1961,-,-,1.95
Brief Encounter,['Drama'],77.0,25/11/1945,-,-,1.43
If Anything Happens I Love You,['Drama'],77.0,07/03/2020,-,-,0.2
I Am Not Your Negro,['Documentary'],77.0,03/02/2017,"1,000,000.00","7,123,919.00",1.55
The King's Speech,['Drama'],77.0,27/01/2011,"15,000,000.00","414,211,549.00",1.97
Angel's Egg,['Animation'],77.0,22/12/1985,-,-,1.18
The Blues Brothers,['Music'],77.0,16/06/1980,"27,000,000.00","115,229,890.00",2.22
Big Hero 6,['Adventure'],77.0,15/01/2015,"165,000,000.00","657,827,828.00",1.7
Ponyo,['Animation'],77.0,19/07/2008,"41,677,699.00","202,404,009.00",1.67
Inherit the Wind,['Drama'],77.0,12/10/1960,-,-,2.13
The Eight Mountains,['Drama'],77.0,12/05/2023,-,"9,494,985.00",2.45
Mother,['Crime'],77.0,28/05/2009,"5,000,000.00","17,112,713.00",2.15
Fallen Angels,['Action'],77.0,06/09/1995,-,-,1.63
Beauty and the Beast,['Romance'],77.0,22/11/1991,"25,000,000.00","424,967,620.00",1.4
Pride,['Drama'],77.0,12/09/2014,-,"7,523,634.00",2.03
The Sacrifice,['Drama'],77.0,09/05/1986,-,"316,043.00",2.48
The Thin Blue Line,['Crime'],77.0,28/08/1988,-,"1,209,846.00",1.72
The Kissing Booth 2,['Comedy'],77.0,24/07/2020,-,-,2.2
PK,['Comedy'],77.0,19/12/2014,"13,000,000.00","120,000,000.00",2.55
Rush,['Drama'],77.0,19/09/2013,"38,000,000.00","90,247,624.00",2.05
Scooby-Doo on Zombie Island,['Animation'],77.0,22/09/1998,-,-,1.28
The Traitor,['Drama'],77.0,14/04/2022,-,-,2.52
The Conformist,['Drama'],77.0,29/01/1971,"750,000.00",-,1.8
Kwaidan,['Fantasy'],77.0,29/12/1964,-,-,3.05
Waltz with Bashir,['Drama'],77.0,12/06/2008,"1,500,000.00","11,179,372.00",1.5
The Incredibles,['Action'],77.0,05/11/2004,"92,000,000.00","631,442,092.00",1.92
High Noon,['Western'],77.0,30/07/1952,"730,000.00","8,000,000.00",1.42
Cobain: Montage of Heck,['Documentary'],77.0,24/04/2015,-,-,2.2
Meshes of the Afternoon,['Mystery'],77.0,01/01/1943,275.00,-,0.23
Nightcrawler,['Crime'],77.0,31/10/2014,"8,500,000.00","50,300,000.00",1.97
The Red Balloon,['Comedy'],77.0,19/10/1956,-,"48,980.00",0.57
The Sound of Music,['Drama'],77.0,01/04/1965,"8,200,000.00","286,214,286.00",2.9
Fireworks,['Crime'],77.0,24/01/1998,-,-,1.72
Bad Seeds,['Comedy'],77.0,21/11/2018,-,-,1.67
Bacurau,['Mystery'],77.0,29/08/2019,-,-,2.18
The Broken Circle Breakdown,['Drama'],77.0,25/09/2014,-,"5,475,058.00",1.87
Inside Job,['Documentary'],77.0,08/10/2010,"2,000,000.00","7,871,522.00",1.82
Batman Begins,['Action'],77.0,16/06/2005,"150,000,000.00","374,218,673.00",2.33
Temple Grandin,['Drama'],77.0,06/02/2010,-,-,1.8
Harry Potter and the Half-Blood Prince,['Adventure'],77.0,07/07/2009,"250,000,000.00","933,959,197.00",2.55
Spirit: Stallion of the Cimarron,['Animation'],77.0,24/05/2002,"80,000,000.00","122,563,539.00",1.38
Sleuth,['Mystery'],77.0,10/12/1972,"3,500,000.00","5,750,000.00",2.3
The Edge of Democracy,['Documentary'],77.0,24/01/2019,-,-,2.02
Free Fall,['Drama'],77.0,27/05/2013,-,-,1.67
"Germany, Year Zero",['Drama'],77.0,01/12/1948,-,-,1.2
The Leopard,['Drama'],77.0,28/03/1963,-,-,3.1
Before the Flood,['Documentary'],77.0,21/10/2016,-,-,1.55
Cowspiracy: The Sustainability Secret,['Documentary'],77.0,01/07/2014,117.00,-,1.5
Fantastic Planet,['Animation'],77.0,06/12/1973,-,-,1.2
Don't Blame the Kid,['Comedy'],77.0,13/05/2016,-,-,1.88
The Bridges of Madison County,['Drama'],77.0,28/09/1995,"24,000,000.00","182,016,617.00",2.25
The Blind Side,['Drama'],77.0,20/11/2009,"29,000,000.00","309,208,309.00",2.15
Charade,['Comedy'],77.0,05/12/1963,"4,000,000.00","13,475,000.00",1.88
Persian Lessons,['War'],77.0,24/09/2020,-,"3,825,668.00",2.12
Moonrise Kingdom,['Comedy'],77.0,15/08/2012,"16,000,000.00","68,263,166.00",1.57
The Spirit of the Beehive,['Drama'],77.0,08/10/1973,-,-,1.65
Father There Is Only One,['Comedy'],77.0,02/08/2019,"3,400,000.00","15,894,372.00",1.58
The Act of Killing,['Documentary'],77.0,08/11/2012,"1,000,000.00","722,714.00",2.65
Onibaba,['Horror'],77.0,21/11/1964,-,-,1.75
Fried Green Tomatoes,['Drama'],77.0,27/12/1991,"11,000,000.00","119,418,501.00",2.17
"Black Cat, White Cat",['Comedy'],77.0,01/06/1998,-,-,2.12
Strangers on a Train,['Crime'],77.0,27/06/1951,"1,200,000.00","7,000,000.00",1.72
Stagecoach,['Western'],77.0,03/03/1939,"531,374.00","1,103,757.00",1.6
Tangerines,['Drama'],77.0,01/11/2013,-,-,1.45
Dreams,['Fantasy'],77.0,11/05/1990,-,-,1.98
Kind Hearts and Coronets,['Comedy'],77.0,21/06/1949,-,-,1.73
Harry Potter and the Order of the Phoenix,['Adventure'],77.0,03/07/2007,"150,000,000.00","938,212,738.00",2.3
The Fallout,['Drama'],77.0,17/03/2021,-,-,1.6
Hunt for the Wilderpeople,['Adventure'],77.0,24/06/2016,"2,500,000.00","23,915,910.00",1.68
Harvey,['Comedy'],77.0,21/12/1950,-,-,1.73
Breakfast at Tiffany's,['Comedy'],77.0,06/10/1961,"2,500,000.00","9,500,000.00",1.92
Fiddler on the Roof,['Drama'],77.0,03/11/1971,"9,000,000.00","83,304,330.00",2.98
Cowboy Bebop: The Movie,['Action'],77.0,01/09/2001,-,-,1.92
The Greatest Beer Run Ever,['Drama'],77.0,30/09/2022,"2,800,000.00",-,2.1
The Man from Nowhere,['Action'],77.0,04/08/2010,"1,255,000.00","43,059,790.00",1.98
A Charlie Brown Christmas,['Animation'],77.0,09/12/1965,"96,000.00",-,0.42
Geri's Game,['Animation'],77.0,24/11/1997,-,-,0.07
A Frozen Rooster,['Animation'],77.0,14/12/2022,-,-,1.52
The Gentlemen,['Comedy'],77.0,01/01/2020,"22,000,000.00","115,171,795.00",1.88
Three Colors: Blue,['Drama'],77.0,08/09/1993,-,-,1.63
The Killing,['Crime'],77.0,06/06/1956,"320,000.00",-,1.42
The Martian,['Drama'],77.0,01/10/2015,"108,000,000.00","630,600,000.00",2.35
Lucky and Zorba,['Family'],77.0,23/12/1998,-,-,1.25
Barbie in The 12 Dancing Princesses,['Animation'],77.0,19/09/2006,-,-,1.37
The Tenant,['Thriller'],77.0,26/05/1976,-,"5,100,000.00",2.1
The Warriors,['Action'],77.0,09/02/1979,"4,000,000.00","22,490,039.00",1.57
Little Miss Sunshine,['Comedy'],77.0,26/07/2006,"8,000,000.00","100,523,181.00",1.7
All the Bright Places,['Romance'],77.0,28/02/2020,-,-,1.8
White Heat,['Crime'],77.0,02/09/1949,"1,300,000.00","3,483,000.00",1.9
In the Heat of the Night,['Crime'],77.0,02/08/1967,"2,000,000.00","27,379,978.00",1.82
Brazil,['Comedy'],77.0,22/02/1985,"15,000,000.00","9,900,000.00",2.38
Wrath of Man,['Action'],77.0,07/05/2021,"40,000,000.00","103,966,489.00",1.98
Captain America: The Winter Soldier,['Action'],77.0,04/04/2014,"170,000,000.00","714,766,572.00",2.27
Memoirs of a Geisha,['Drama'],77.0,06/12/2005,"85,000,000.00","162,242,962.00",2.43
Resident Evil: Death Island,['Animation'],77.0,07/07/2023,-,"53,929.00",1.52
What's Eating Gilbert Grape,['Romance'],77.0,17/12/1993,"11,000,000.00","10,032,765.00",1.97
How to Train Your Dragon 2,['Fantasy'],77.0,13/06/2014,"145,000,000.00","621,537,519.00",1.7
Black Swan,['Drama'],77.0,27/01/2011,"13,000,000.00","329,398,046.00",1.8
The Princess Bride,['Adventure'],77.0,25/09/1987,"16,000,000.00","30,861,665.00",1.65
Hair Love,['Animation'],77.0,14/08/2019,"284,058.00",-,0.12
Viridiana,['Drama'],77.0,17/05/1961,-,"679,244.00",1.5
Icarus,['Documentary'],77.0,26/07/2017,-,-,2.02
Godzilla vs. Kong,['Action'],77.0,31/03/2021,"200,000,000.00","470,116,094.00",1.9
Mississippi Burning,['Drama'],77.0,08/12/1988,"15,000,000.00","34,604,000.00",2.13
The Young Girls of Rochefort,['Romance'],77.0,08/03/1967,-,-,2.1
All the President's Men,['Drama'],77.0,09/04/1976,"8,500,000.00","70,600,000.00",2.3
Roma,['Drama'],77.0,21/11/2018,"15,000,000.00","1,140,769.00",2.25
Embrace of the Serpent,['Drama'],77.0,25/05/2015,"1,400,000.00","1,320,005.00",2.08
Avatar: The Way of Water,['Science Fiction'],77.0,16/12/2022,"460,000,000.00","2,320,250,281.00",3.2
The Big Heat,['Crime'],77.0,14/10/1953,-,-,1.48
Laurence Anyways,['Drama'],77.0,18/05/2012,"9,500,000.00",-,2.8
All About My Mother,['Comedy'],77.0,16/04/1999,"8,272,296.00","67,872,296.00",1.68
Faces Places,['Documentary'],77.0,28/06/2017,-,"1,108,983.00",1.57
Cast Away,['Adventure'],77.0,18/01/2001,"90,000,000.00","429,632,142.00",2.38
Sweet Smell of Success,['Drama'],77.0,04/07/1957,"3,400,000.00","2,500,000.00",1.62
The Philadelphia Story,['Comedy'],77.0,05/12/1940,-,-,1.88
Another Round,['Comedy'],77.0,11/11/2020,"5,150,000.00","21,700,000.00",1.95
Andhadhun,['Crime'],77.0,05/10/2018,"4,500,000.00","40,000,000.00",2.32
Victoria,['Crime'],77.0,11/06/2015,-,"3,191,971.00",2.3
The Lost Weekend,['Drama'],77.0,29/11/1945,"1,250,000.00","11,000,000.00",1.68
Atonement,['Drama'],77.0,07/09/2007,"30,000,000.00","131,016,624.00",2.05
Jaws,['Horror'],77.0,01/03/1976,"7,000,000.00","470,653,000.00",2.07
Knockin' on Heaven's Door,['Comedy'],77.0,20/02/1997,-,-,1.45
Teen Wolf: The Movie,['Action'],77.0,18/01/2023,-,-,2.33
I Vitelloni,['Comedy'],77.0,17/09/1953,-,-,1.72
A Streetcar Named Desire,['Drama'],77.0,18/09/1951,"1,800,000.00","8,000,000.00",2.08
Ask Me If I Am Happy,['Comedy'],77.0,15/12/2000,-,-,1.67
Cat on a Hot Tin Roof,['Drama'],77.0,29/08/1958,"3,000,000.00","17,570,324.00",1.8
Corpus Christi,['Drama'],77.0,18/09/2019,-,-,1.93
Laura,['Drama'],77.0,11/10/1944,"1,020,000.00","2,000,000.00",1.47
My Mom Is a Character 2,['Comedy'],77.0,22/12/2016,"2,000,000.00","37,858,128.00",1.6
The Graduate,['Comedy'],77.0,21/12/1967,"3,000,000.00","104,945,305.00",1.77
The Killer,['Action'],77.0,06/07/1989,-,"2,350,174.00",1.83
Primal Fear,['Crime'],77.0,11/07/1996,"30,000,000.00","102,616,183.00",2.15
Il Divo,['Drama'],77.0,28/05/2008,"7,275,000.00","11,260,366.00",1.88
Rurouni Kenshin: The Beginning,['Action'],76.0,04/06/2021,-,-,2.3
Spies in Disguise,['Animation'],76.0,25/12/2019,"100,000,000.00","171,616,764.00",1.7
The Secret World of Arrietty,['Fantasy'],76.0,16/07/2010,"23,000,000.00","149,480,483.00",1.57
The Count of Monte Cristo,['Adventure'],76.0,23/01/2002,"35,000,000.00","75,395,048.00",2.18
To All the Boys I've Loved Before,['Comedy'],76.0,16/08/2018,-,-,1.67
Rurouni Kenshin Part II: Kyoto Inferno,['Action'],76.0,01/08/2014,-,-,2.3
Evangelion: 1.0 You Are (Not) Alone,['Animation'],76.0,01/09/2007,-,"20,000,000.00",1.68
Planet of the Apes,['Science Fiction'],76.0,07/02/1968,"5,800,000.00","32,589,624.00",1.87
The Terminator,['Action'],76.0,11/01/1985,"6,400,000.00","78,371,200.00",1.8
Berserk: The Golden Age Arc III - The Advent,['Action'],76.0,01/02/2013,-,-,1.83
Aladdin,['Animation'],76.0,23/12/1993,"28,000,000.00","504,050,219.00",1.58
Yu-Gi-Oh!: The Dark Side of Dimensions,['Adventure'],76.0,23/04/2016,-,"1,015,339.00",2.17
Winter Sleep,['Drama'],76.0,06/08/2014,-,-,3.27
Sword of the Stranger,['Action'],76.0,29/09/2007,-,-,1.72
Battleship Potemkin,['Drama'],76.0,24/12/1925,-,"45,100.00",1.25
Anonymously Yours,['Drama'],76.0,10/12/2021,-,-,1.68
Mickey's Christmas Carol,['Family'],76.0,16/12/1983,"3,000,000.00","21,000,000.00",0.42
Lilya 4-ever,['Crime'],76.0,27/09/2002,"4,600,000.00","1,007,747.00",1.82
Fitzcarraldo,['Drama'],76.0,04/03/1982,"7,362,000.00",-,2.62
Boogie Nights,['Drama'],76.0,10/10/1997,"15,000,000.00","43,101,594.00",2.6
Iron Man,['Action'],76.0,02/05/2008,"140,000,000.00","585,174,222.00",2.1
One Cut of the Dead,['Comedy'],76.0,04/11/2017,"52,406.00","27,590,180.00",1.6
Kingsman: The Secret Service,['Crime'],76.0,12/02/2015,"81,000,000.00","414,351,546.00",2.15
The Last Picture Show,['Drama'],76.0,03/10/1971,"1,300,000.00","29,133,000.00",1.98
Elevator to the Gallows,['Crime'],76.0,29/01/1958,-,"263,404.00",1.52
Kubo and the Two Strings,['Animation'],76.0,07/10/2016,"60,000,000.00","76,249,438.00",1.7
Heroic Losers,['Comedy'],76.0,15/08/2019,-,"7,364,054.00",1.93
Breakthrough,['Drama'],76.0,18/04/2019,"14,000,000.00","49,231,674.00",1.93
The Raid 2,['Action'],76.0,28/03/2014,"4,500,000.00","6,566,916.00",2.5
The Bad Guys,['Animation'],76.0,28/04/2022,"80,000,000.00","250,162,278.00",1.67
Encanto,['Animation'],76.0,24/11/2021,"50,000,000.00","253,000,000.00",1.7
The Big Sleep,['Crime'],76.0,23/08/1946,"1,600,000.00","4,900,000.00",1.9
Arsenic and Old Lace,['Comedy'],76.0,01/09/1944,"1,120,175.00",-,1.97
Mildred Pierce,['Crime'],76.0,20/10/1945,"1,453,000.00","5,638,000.00",1.85
The Wild Bunch,['Western'],76.0,17/06/1969,"6,244,087.00","638,641.00",2.42
Amores Perros,['Drama'],76.0,16/06/2000,"2,000,000.00","20,908,467.00",2.57
Taste of Cherry,['Drama'],76.0,30/04/1999,-,-,1.65
The Last Emperor,['Drama'],76.0,16/11/1987,"23,000,000.00","43,984,230.00",2.72
Feel the Beat,['Comedy'],76.0,19/06/2020,-,-,1.78
Guardians of the Galaxy Vol. 2,['Science Fiction'],76.0,05/05/2017,"200,000,000.00","863,756,051.00",2.28
Night of the Living Dead,['Horror'],76.0,04/10/1968,"114,000.00","30,000,000.00",1.6
Jules and Jim,['Drama'],76.0,23/01/1962,-,-,1.83
Maurice,['Drama'],76.0,21/08/1987,"2,600,000.00","2,438,304.00",2.33
I'm Starting from Three,['Comedy'],76.0,05/03/1981,-,-,1.78
The Man from Earth,['Science Fiction'],76.0,10/06/2007,"200,000.00",-,1.45
Remember the Titans,['Drama'],76.0,29/03/2001,"30,000,000.00","136,706,683.00",1.88
King Kong,['Adventure'],76.0,15/03/1933,"672,000.00","10,000,000.00",1.73
Au Hasard Balthazar,['Drama'],76.0,25/05/1966,-,"39,388.00",1.6
October Sky,['Drama'],76.0,19/02/1999,"25,000,000.00","34,698,685.00",1.8
The Irishman,['Crime'],76.0,01/11/2019,"159,000,000.00","968,853.00",3.48
Le Cercle Rouge,['Thriller'],76.0,19/10/1970,-,-,2.33
Harold and Maude,['Comedy'],76.0,20/12/1971,"1,200,000.00",-,1.52
Out of the Past,['Crime'],76.0,25/11/1947,-,-,1.62
Get Out,['Mystery'],76.0,24/02/2017,"4,500,000.00","255,407,969.00",1.73
The Ultimate Gift,['Romance'],76.0,09/03/2007,-,"3,438,735.00",1.9
Who Am I,['Thriller'],76.0,25/09/2014,-,"7,700,259.00",1.75
A Little Princess,['Drama'],76.0,10/05/1995,"17,000,000.00","10,015,449.00",1.62
The Valet,['Comedy'],76.0,11/05/2022,-,-,2.07
A Dog's Purpose,['Adventure'],76.0,27/01/2017,"22,000,000.00","205,035,819.00",1.67
"Synecdoche, New York",['Drama'],76.0,24/10/2008,"20,000,000.00","4,383,538.00",2.07
Les Misérables,['Crime'],76.0,21/11/2019,-,-,1.72
Giant,['Drama'],76.0,24/11/1956,"5,400,000.00","32,855,818.00",3.35
My Hero Academia: World Heroes' Mission,['Animation'],76.0,06/08/2021,-,"38,410,729.00",1.75
Brother,['Drama'],76.0,12/12/1997,-,-,1.6
Scarlet Street,['Drama'],76.0,25/12/1945,"1,202,000.00","2,948,500.00",1.72
Seven Pounds,['Drama'],76.0,18/12/2008,"55,000,000.00","168,167,691.00",2.05
Happy Together,['Drama'],76.0,30/05/1997,"125,000.00","5,000,000.00",1.6
Godzilla,['Thriller'],76.0,03/11/1954,"900,000.00","2,250,000.00",1.6
Mediterraneo,['Comedy'],76.0,31/01/1991,-,"4,532,791.00",1.6
The Others,['Horror'],76.0,10/08/2001,"17,000,000.00","209,947,037.00",1.68
"Quo Vadis, Aida?",['War'],76.0,10/10/2020,-,-,1.73
Work It,['Comedy'],76.0,07/08/2020,-,-,1.55
Z-O-M-B-I-E-S 2,['Music'],76.0,14/02/2020,-,-,1.4
Boyz n the Hood,['Crime'],76.0,12/07/1991,"6,500,000.00","57,504,069.00",1.87
Edge of Tomorrow,['Action'],76.0,28/05/2014,"178,000,000.00","370,541,256.00",1.9
Changeling,['Crime'],76.0,15/01/2009,"55,000,000.00","113,398,237.00",2.35
Confessions,['Drama'],76.0,05/06/2010,-,-,1.78
Tombstone,['Western'],76.0,25/12/1993,"25,000,000.00","56,505,065.00",2.17
The Dirty Dozen,['Action'],76.0,15/06/1967,"5,400,000.00","45,300,000.00",2.5
To All the Boys: Always and Forever,['Romance'],76.0,12/02/2021,-,-,1.92
Pandora,['Thriller'],76.0,07/12/2016,"13,938,145.00","30,169,000.00",2.27
Häxan,['Documentary'],76.0,18/09/1922,"220,000.00",-,1.75
Sin Nombre,['Drama'],76.0,20/03/2009,-,"5,102,705.00",1.6
Sleepers,['Crime'],76.0,18/10/1996,"44,000,000.00","165,615,285.00",2.45
Elvis,['Drama'],76.0,23/06/2022,"85,000,000.00","288,670,284.00",2.65
Boruto: Naruto the Movie,['Animation'],76.0,07/08/2015,-,"39,500,000.00",1.58
The Fault in Our Stars,['Romance'],76.0,28/08/2014,"14,000,000.00","307,166,834.00",2.1
Detachment,['Drama'],76.0,16/03/2012,-,"1,681,521.00",1.63
Twelve Monkeys,['Science Fiction'],76.0,18/04/1996,"29,000,000.00","168,841,459.00",2.15
Shang-Chi and the Legend of the Ten Rings,['Action'],76.0,03/09/2021,"150,000,000.00","432,243,292.00",2.2
Thor: Ragnarok,['Action'],76.0,03/11/2017,"180,000,000.00","855,301,806.00",2.18
Tangled,['Animation'],76.0,27/01/2011,"260,000,000.00","592,461,732.00",1.67
Lost Highway,['Drama'],76.0,28/08/1997,"15,000,000.00","3,756,869.00",2.23
